TIPO ;DATA;ATOS NORMATIVOS;DESCRIÇÂO;LEIS;LINK
Regularização Fundiária;13/05/2014;INSTRUÇÃO NORMATIVA Nº 80, DE 13 DE MAIO DE 2014. (REVOGADA);Fixa os procedimentos para legitimação de posses em áreas de até 100 (cem) hectares, localizadas em terras públicas rurais da União ou do Incra, adquiridas, desapropriadas ou arrecadadas, fora da Amazônia Legal. Revogou a IN 45/2008. Revogada pela IN 95 de 17 de dezembro de 2018.;INSTRUÇÃO NORMATIVA Nº 80;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_80_2014_0.pdf
Regularização Fundiária;28/03/2017;INSTRUÇÃO NORMATIVA N° 87, DE 28 DE MARÇO DE 2017. (REVOGADA);Institui a Planilha de Preços Referenciais para fins de titulação de projetos de assentamento, de que trata o artigo 18 da Lei n° 8.629/93, e na regularização fundiária, de que trata o artigo 12 da Lei n° 11.952/09. Em anexo a Resolução Incra/CD/09/2017 e a Portaria Incra/P/199/2017. Revogada pela Instrução Normativa 90 de 2018;INSTRUÇÃO NORMATIVA N° 87;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_87_2017.pdf
Regularização Fundiária;17/12/2018;INSTRUÇÃO NORMATIVA Nº 95, DE 17 DE DEZEMBRO DE 2018;Fixa os procedimentos para regularização fundiária das ocupações incidentes em áreas rurais de propriedade do Incra e da União, sob gestão do Incra, fora da Amazônia Legal, de que trata o Decreto n° 9.309, de 15 de março de 2018 e dá outras providências.;INSTRUÇÃO NORMATIVA Nº 95;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_95_2018.pdf
Regularização Fundiária;11/09/2002;NORMA DE EXECUÇÃO Nº 29, DE 11 DE SETEMBRO DE 2002.;Procedimento administrativo para alienação de imóveis rurais em projetos de assentamento de reforma agrária, e regularização fundiária em terras públicas de domínio do INCRA e da União.;NORMA DE EXECUÇÃO Nº 29;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_29-2002_alienacao_imoveis_rurais.pdf
Regularização Fundiária;26/09/2014;NORMA DE EXECUÇÃO Nº 115, DE 26 SETEMBRO DE 2014.;Dispõe sobre os procedimentos administrativos para a solicitação de assentimento prévio ao Conselho de Defesa Nacional - CDN, para legitimação de posses em áreas de até 100 (cem) hectares, localizadas em terras públicas rurais da União ou do Incra, adquiridas, desapropriadas ou arrecadadas, localizadas na faixa de fronteira, fora da Amazônia Legal.;NORMA DE EXECUÇÃO Nº 115;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_115_df.pdf
Regularização Fundiária;30/04/2010;PORTARIA Nº 24, DE 30 DE ABRIL DE 2010.;Dispõe sobre os procedimentos administrativos para a solicitação de assentimento prévio ao Conselho de Defesa Nacional - CDN, para regularização fundiária de ocupações rurais e urbanas, localizados na faixa de fronteira da Amazônia Legal.;PORTARIA Nº 24;http://www.mda.gov.br/sitemda/sites/sitemda/files/user_img_1832/portaria_MDA_24_30042010.pdf
Regularização Fundiária;21/12/2010;PORTARIA MDA N° 80, DE 21 DE DEZEMBRO DE 2010.;Estabelece os procedimentos para análise e conclusão dos processos administrativos relativos a títulos e precatórios emitidos pelo Instituto Nacional de Colonização e reforma agrária (Incra) até 10 de fevereiro de 2009, decorrentes de regularização fundiária em áreas rurais da União e do Incra no âmbito da Amazônia Legal, nos termos do Art. 19 da Lei n° 11952, de 25 de junho de 2009.;PORTARIA MDA N° 80;http://www.mda.gov.br/sitemda/sites/sitemda/files/user_img_1832/Portaria_MDA_80_22122010.pdf
Regularização Fundiária;25/07/2012;PORTARIA MDA N° 52, DE 25 DE JULHO DE 2012.;Dispõe sobre procedimentos administrativos para solicitação de assentimento prévio ao Conselho de Defesa Nacional (CDN), para regularização fundiária de ocupações rurais e urbanas localizadas na faixa de fronteira da Amazônia Legal.;PORTARIA MDA N° 52;http://www.mda.gov.br/sitemda/sites/sitemda/files/user_img_1832/Portaria_MDA_52_25072012.pdf
Regularização Fundiária;21/08/2012;PORTARIA SERFAL N° 1, DE 21 DE AGOSTO DE 2012.;Dispõe sobre o procedimento para regularização fundiária de ocupações incidentes em terras públicas federais, situadas em áreas urbanas na Amazônia Legal, previstas no art. 3° da Lei nº 11.952, de 25 de junho de 2009 e dá outras providências.;PORTARIA SERFAL N° 1;http://www.mda.gov.br/sitemda/sites/sitemda/files/user_img_1832/Portaria_Serfal_1_21082012.pdf
Regularização Fundiária;22/12/2012;PORTARIA INTERMINISTERIAL MPOG/MDA N° 596, DE 22 DE DEZEMBRO DE 2012.;Delega ao MDA competência para emissão de Concessão de Direito Real de Uso (CDRU) de imóveis rurais não passíveis de titulação na Amazônia Legal.;PORTARIA INTERMINISTERIAL MPOG/MDA N° 596;http://www.mda.gov.br/sitemda/sites/sitemda/files/user_img_1832/Portaria_inter_MPOG-MDA_596_22122012.pdf
Regularização Fundiária;11/09/2015;PORTARIA MDA N° 327, DE 11 DE SETEMBRO DE 2015.;Dispõe sobre o procedimento de reversão de imóveis rurais na Amazônia Legal à União.;PORTARIA MDA N° 327;http://www.mda.gov.br/sitemda/sites/sitemda/files/user_img_1832/portaria327_11092015_0.pdf
Regularização Fundiária;21/12/2017;PORTARIA CONJUNTA SEAD/INCRA N° 01, DE 21 DE DEZEMBRO DE 2017.;Dispõe sobre os procedimentos a serem adotados no Sistema Nacional de Cadastro Rural — SNCR em relação aos imóveis rurais cuja situação jurídica seja posse por simples ocupação, insertos em glebas públicas federais na Amazônia Legal.;PORTARIA CONJUNTA SEAD/INCRA N° 01;http://www.mda.gov.br/sitemda/sites/sitemda/files/user_img_1832/Port_Conj_SEAD_INCRA_N01_2017.pdf
Regularização Fundiária;29/03/2018;PORTARIA Nº 205, DE 29 DE MARÇO DE 2018.;Dispõe sobre a emissão da Certidão de Reconhecimento de Ocupação - CRO prevista no Decreto nº 9.309, de 15 de março de 2018, e dá outras providências.;PORTARIA Nº 205;http://www.in.gov.br/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/8582592/do1-2018-04-02-portaria-n-205-de-29-de-marco-de-2018-8582588
Regularização Fundiária;30/10/2018;PORTARIA N° 645, DE 30 DE OUTUBRO DE 2018.;Dispõe sobre os procedimentos para regularização fundiária de ocupações incidentes em terras situadas em áreas rurais no âmbito da Amazônia Legal e revoga a Portaria MDA nº 23, de 30 de abril de 2010 e a Portaria MDA nº 37 de 18 de junho de 2009.;PORTARIA N° 645;http://www.mda.gov.br/sitemda/secretaria/serfal/legisla%C3%A7%C3%A3o
Reintegração de Posse de Terra Públicas;05/09/1946;DECRETO-LEI Nº 9.760, DE 5 DE SETEMBRO DE 1946.;Dispõe sobre os bens imóveis da União e dá outras providências. Art. 71;DECRETO-LEI Nº 9.760;http://www.planalto.gov.br/ccivil_03/Decreto-Lei/Del9760.htm
Reintegração de Posse de Terra Públicas;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;Dispõe sobre o Estatuto da Terra, e dá outras providências. Artigos 17 e 94.;LEI Nº 4.504;http://www.planalto.gov.br/ccivil_03/leis/L4504.htm
Reintegração de Posse de Terra Públicas;25/02/1993;LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.;"Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal. Art. 18-A, 18-B; 19, § 3°, 20, § 4°; 21; 22; 26-B";LEI Nº 8.629;http://www.planalto.gov.br/ccivil_03/LEIS/L8629.htm
Reintegração de Posse de Terra Públicas;15/03/2018;DECRETO Nº 9.311, DE 15 DE MARÇO DE 2018.;"Regulamenta a Lei nº 8.629, de 25 de fevereiro de 1993, e a Lei nº 13.001, de 20 de junho de 2014, para dispor sobre o processo de seleção, permanência e titulação das famílias beneficiárias do Programa Nacional de Reforma Agrária. Art. 14, §3°; 15;16, 19 a 22, 27 e 29";DECRETO Nº 9.311;http://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2018/Decreto/D9311.htm
Reintegração de Posse de Terra Públicas;11/10/2005;INSTRUÇÃO NORMATIVA N° 22, DE 11 DE OUTUBRO DE 2005. (REVOGADA);Estabelece diretrizes para supervisão da situação ocupacional em projetos de reforma agrária, retomada de parcelas ocupadas irregularmente e aproveitamento das mesmas no assentamento de trabalhadores rurais sem terra. Revogada pela Instrução Normativa n° 47 de 2008.;INSTRUÇÃO NORMATIVA N° 22;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_22-2005_retomada_de_parcelas_revogada.pdf
Reintegração de Posse de Terra Públicas;16/09/2008;INSTRUÇÃO NORMATIVA N° 47, DE 16 DE SETEMBRO DE 2008. (REVOGADA);Estabelece diretrizes para supervisão da situação ocupacional em projetos de reforma agrária, retomada de parcelas ocupadas irregularmente e sua destinação para assentamento de agricultores (as). Revogada pela Instrução Normativa nº 71, de 17/05/2012.;INSTRUÇÃO NORMATIVA N° 47;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_47-2008_retomada_de_parcelas_revogada_in_no_71_12.pdf
Reintegração de Posse de Terra Públicas;17/05/2012;INSTRUÇÃO NORMATIVA N° 71, DE 17 DE MAIO DE 2012. (REVOGADA);Normatiza as ações e medidas a serem adotadas pelo Incra nos casos de constatação de irregularidades em projetos de assentamento de reforma agrária Revogada pela Instrução Normativa n° 97 de 17 de dezembro de 2018.;INSTRUÇÃO NORMATIVA N° 71;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_71_2012.pdf
Reintegração de Posse de Terra Públicas;17/12/2018;INSTRUÇÃO NORMATIVA N° 97, DE 17 DE DEZEMBRO 2018.;Normatiza os procedimentos administrativos para titulação de imóveis rurais em Projetos de Assentamento de Reforma Agrária, criados em terras de domínio ou posse do Incra ou da União, bem como verificação das condições de permanência e de regularização de beneficiário no Programa Nacional de Reforma Agrária (PNRA).;INSTRUÇÃO NORMATIVA N° 97;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_97_2018_0.pdf
Reintegração de Posse de Terra Públicas;12/05/2008;NORMA DE EXECUÇÃO N° 70, DE 12 DE MAIO DE 2008.;Dispõe sobre procedimentos operacionais e administrativos para identificar e corrigir inconsistências referentes aos critérios de elegibilidade na seleção de beneficiários do Programa Nacional de Reforma Agrária.;NORMA DE EXECUÇÃO N° 70;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_70-2008_proc_operac-adm_corrigir_inconsist_selecao_benefic.pdf
Reintegração de Posse de Terra Públicas;12/04/2018;PORTARIA Nº 565, DE 12 DE ABRIL DE 2018.;Cria o Núcleo Nacional de Supervisão e Regularização Ocupacional;PORTARIA Nº 565;http://www.in.gov.br/web/guest/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/13140274/do1-2018-05-07-portaria-n-565-de-12-de-abril-de-2018-13140270
Sistema Nacional de Cadastro Rural;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;"Dispõe sobre o Estatuto da Terra, e dá outras providências. Art. 6°, §§ 1° e 2°; 46";LEI Nº 4.504;http://www.planalto.gov.br/ccivil_03/leis/L4504.htm
Sistema Nacional de Cadastro Rural;06/04/1966;LEI N° 4.947, DE 6 DE ABRIL DE 1966.;Fixa Normas de Direito Agrário, dispõe sobre o Sistema de Organização e Funcionamento do Instituto Brasileiro de Reforma Agrária, e dá outras Providências. Art.22;LEI N° 4.947;http://www.planalto.gov.br/CCivil_03/Leis/L4947.htm
Sistema Nacional de Cadastro Rural;12/12/1972;LEI N° 5.868, DE 12 DE DEZEMBRO DE 1972.;Cria o Sistema Nacional de Cadastro Rural (SNCR), e dá outras providências.;LEI N° 5.868;http://www.planalto.gov.br/ccivil_03/LEIS/L5868.htm
Sistema Nacional de Cadastro Rural;31/12/1973;LEI Nº 6.015, DE 31 DE DEZEMBRO DE 1973.;Dispõe sobre os registros públicos, e dá outras providências. Art. 1°,2° II, III, IV.;LEI Nº 6.015;http://www.planalto.gov.br/ccivil_03/LEIS/L6015original.htm
Sistema Nacional de Cadastro Rural;07/12/1976;LEI N° 6.383, DE 7 DE DEZEMBRO DE 1976.;Dispõe sobre o Processo Discriminatório de Terras Devolutas da União, e dá outras Providências.;LEI N° 6.383;http://www.planalto.gov.br/ccivil_03/leis/L6383.htm
Sistema Nacional de Cadastro Rural;05/12/1979;LEI N° 6.739, DE 5 DE DEZEMBRO DE 1979.;Dispõe sobre a matrícula e o registro de imóveis rurais e dá outras providências.;LEI N° 6.739;http://www.planalto.gov.br/ccivil_03/LEIS/L6739.htm
Sistema Nacional de Cadastro Rural;10/12/1979;LEI Nº 6.746, DE 10 DE DEZEMBRO DE 1979.;Altera o disposto nos art. 49 e 50 da Lei nº 4.504, de 30 de novembro de 1964 (Estatuto da Terra), e dá outras provid;LEI Nº 6.746;http://www.planalto.gov.br/ccivil_03/leis/1970-1979/L6746.htm
Sistema Nacional de Cadastro Rural;25/02/1993;LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.;Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal. Art. 4º;LEI Nº 8.629;http://www.planalto.gov.br/CCIVIL_03/LEIS/L8629.htm
Sistema Nacional de Cadastro Rural;19/12/1996;LEI Nº 9.393, DE 19 DE DEZEMBRO DE 1996.;Dispõe sobre o Imposto sobre a Propriedade Territorial Rural - ITR, sobre pagamento da dívida representada por Títulos da Dívida Agrária e dá outras providências.;LEI Nº 9.393;http://www.planalto.gov.br/ccivil_03/LEIS/L9393.htm
Sistema Nacional de Cadastro Rural;10/12/1937;DECRETO-LEI Nº 58, DE 10 DE DEZEMBRO DE 1937.;Dispõe sobre loteamento e a venda de terrenos para pagamento em prestações.;DECRETO-LEI Nº 58;http://www.planalto.gov.br/ccivil_03/Decreto-Lei/1937-1946/Del058.htm
Sistema Nacional de Cadastro Rural;09/07/1970;DECRETO-LEI Nº 1.110, DE 9 DE JULHO DE 1970.;Cria o Instituto Nacional de Colonização e Reforma Agrária (INCRA), extingue o Instituto Brasileiro de Reforma Agrária, o Instituto Nacional de Desenvolvimento Agrário e o Grupo Executivo da Reforma Agrária e dá outras providências.;DECRETO-LEI Nº 1.110;http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1110.htm
Sistema Nacional de Cadastro Rural;31/08/1965;DECRETO 56.792, DE AGOSTO DE 1965.;Regulamenta o Capítulo I do Título III da Lei nº 4.504, de 20 de novembro de 1964 - Estatuto da Terra.;DECRETO 56.792;http://www.planalto.gov.br/ccivil_03/decreto/1950-1969/D56792.htm
Sistema Nacional de Cadastro Rural;31/03/1965;DECRETO Nº 55.891, DE 31 DE MARÇO DE 1965.;Regulamenta o Capítulo I do Título I e a Seção III do Capítulo IV do Título II da Lei nº 4.504, de 30 de novembro de 1964 - Estatuto da Terra. Art. 45 a 58;DECRETO Nº 55.891;http://www.planalto.gov.br/ccivil_03/decreto/1950-1969/D55891.htm
Sistema Nacional de Cadastro Rural;18/04/1973;DECRETO N° 72.106, DE 18 DE ABRIL DE 1973.;Regulamenta a Lei nº 5.868, de 12 de dezembro de 1972, que institui o Sistema Nacional de Cadastro Rural e dá outras providências. Art. 3° e 5°;DECRETO N° 72.106;http://www.planalto.gov.br/ccivil_03/decreto/1970-1979/D72106.htm
Sistema Nacional de Cadastro Rural;06/05/1980;DECRETO Nº 84.685, DE 6 DE MAIO DE 1980.;Regulamento a Lei nº 6.746, de 10 de dezembro de 1979, que trata do Imposto sobre a Propriedade Territorial Rural - ITR e dá outras providências.;DECRETO Nº 84.685;http://www.planalto.gov.br/ccivil_03/decreto/1980-1989/D84685.htm
Sistema Nacional de Cadastro Rural;09/09/1986;DECRETO Nº 93.240, DE 9 DE SETEMBRO DE 1986.;Regulamenta a Lei nº 7.433, de 18 de dezembro de 1985, que ‘’dispõe sobre os requisitos para a lavratura de escrituras públicas, e dá outras providências. Art. 1º, III, b;DECRETO Nº 93.240;http://www.planalto.gov.br/ccivil_03/decreto/antigos/d93240.htm
Sistema Nacional de Cadastro Rural;30/10/2002;DECRETO Nº 4.449, DE 30 DE OUTUBRO DE 2002.;"Regulamenta a Lei n° 10.267, de 28 de agosto de 2001, que altera dispositivos das Leis n°. 4.947, de 6 de abril de 1966; 5.868, de 12 de dezembro de 1972; 6.015, de 31 de dezembro de 1973; 6.739, de 5 de dezembro de 1979; e 9.393, de 19 de dezembro de 1996, e dá outras providências.";DECRETO Nº 4.449;http://www.planalto.gov.br/ccivil_03/decreto/2002/D4449.htm
Sistema Nacional de Cadastro Rural;06/06/1973;INSTRUÇÃO ESPECIAL N° 05ª, DE 06 DE JUNHO DE 1973;Dispõe sobre Normas, Classificações, Questionários e Tabelas Relativas à Implantação do Sistema Nacional de Cadastro Rural e a Tributação previstas no Decreto nº 72.106, de 18 de abril de 1973 e no Decreto n° 55.891, de 31 de março de 1965.;INSTRUÇÃO ESPECIAL N° 05ª;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao_especial/IE5a_060673.pdf
Sistema Nacional de Cadastro Rural;22/12/1980;INSTRUÇÃO NORMATIVA N° 17-B DE 22 DE DEZEMBRO DE 1980. (REVOGADA);Dispõe sobre parcelamento de imóveis rurais. Revogada pela Instrução Normativa Incra n° 82 de 27 de março de 2015.;INSTRUÇÃO NORMATIVA N° 17-B ;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao/I17b_221280.pdf
Sistema Nacional de Cadastro Rural;28/05/1980;INSTRUÇÃO ESPECIAL N° 20, DE 28 DE MAIO DE 1980;Estabelece o Módulo Fiscal de cada Município, previsto no Decreto nº 84.685, de 06 de maio de 1980.;INSTRUÇÃO ESPECIAL N° 20;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao_especial/IE20_280580.pdf
Sistema Nacional de Cadastro Rural;08/09/1994;INSTRUÇÃO NORMATIVA Nº15, DE 08 DE SETEMBRO DE 1994.;Dispõe sobre o procedimento para as alterações cadastrais previstas no artigo 5º do decreto 72.106, de 18 de abril de 1.973, que regulamentou a Lei 5.868, de 12 de dezembro de 1.972, que criou o Sistema Nacional de Cadastro Rural - S.N.C.R. Art. 2°;INSTRUÇÃO NORMATIVA Nº15;http://www.incra.gov.br/sites/default/files/uploads/institucionall/legislacao--/atos-internos/instrucoes/in15_080994.pdf
Sistema Nacional de Cadastro Rural;13/11/2002;INSTRUÇÃO NORMATIVA, N.º 09, DE 13 DE NOVEMBRO DE 2002.;Define diretrizes básicas da atividade de fiscalização cadastral de imóveis rurais.;INSTRUÇÃO NORMATIVA, N.º 09;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao_normativa/IN09_131102.pdf
Sistema Nacional de Cadastro Rural;24/01/2006;INSTRUÇÃO NORMATIVA Nº 28, DE 24 DE JANEIRO DE 2006.;Dispõe sobre a regulamentação dos procedimentos administrativos visando promover qualificação das informações, implantar ação permanente e eficaz de fiscalização de modo a imprimir maior eficiência e eficácia às ações pertinentes à fiscalização cadastral de imóveis rurais.;INSTRUÇÃO NORMATIVA Nº 28;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao_normativa/IN28_240106.pdf
Sistema Nacional de Cadastro Rural;30/12/2010;INSTRUÇÃO NORMATIVA Nº 66, DE 30 DE DEZEMBRO DE 2010. (REVOGADA);Aprova os procedimentos par atualização cadastral e os formulários de coleta do Sistema Nacional de Cadastro Rural. Revogada pela Instrução Normativa n° 82, de 27/03/15.;INSTRUÇÃO NORMATIVA Nº 66;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_66-2010_atualizacao_cadastral_e_formularios_do_sncr_revogada_in_no_84_15.pdf
Sistema Nacional de Cadastro Rural;15/06/2011;NORMA DE EXECUÇÃO N° 97, DE 15 DE JUNHO DE 2011.;Estabelece as diretrizes e os procedimentos de cadastro referentes à criação do novo Módulo de Cadastramento e Alteração de Usuários e de Perfis de Usuários no. Sistema Nacional de Cadastro Rural – SNCR. Art. 4°, § 4°, II e VII;NORMA DE EXECUÇÃO N° 97;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_97-2011_modulo_de_cadastramento.pdf
Sistema Nacional de Cadastro Rural;14/07/2000;NORMA DE EXECUÇÃO N° 1, DE 14 DE JULHO DE 2000.;Estabelece procedimentos para a execução de serviços de assistência técnica nos projetos de assentamento do INCRA e dá outras providências.;NORMA DE EXECUÇÃO N° 1;http://www.incra.gov.br/sites/default/files/uploads/institucionall/legislacao--/atos-internos/normas/ne_01_140700.pdf
Sistema Nacional de Cadastro Rural;26/08/1997;PORTARIA Nº 36, DE 26 DE AGOSTO DE 1997.;Art. 1º Aprovar a Instrução Especial INCRA nº 050/97, que estabelece as Zonas Típicas de Módulo - ZTM e estende a Fração Mínima de Parcelamento - FMP prevista para as capitais dos estados a outros municípios.;PORTARIA Nº 36;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao_especial/IE50_260897.pdf
Sistema Nacional de Cadastro Rural;15/12/1999;PORTARIA N° 558, DE 15 DE DEZEMBRO DE 1999.;Estabelece as diretrizes e os procedimentos referentes à criação do novo Módulo de Cadastramento e Alteração de Usuários e de Perfis de Usuários no Sistema Nacional de Cadastro Rural - SNCR,;PORTARIA N° 558;http://www.incra.gov.br/sites/default/files/uploads/institucionall/legislacao--/portarias/portarias-de-1999/portaria_incra_p558_151299.pdf
Sistema Nacional de Cadastro Rural;01/12/2004;PORTARIA CONJ. N° 10, DE 1 DE DEZEMBRO DE 2004/INCRA/MDA;Dispõe sobre procedimentos a serem adotados em relação aos imóveis rurais com situações jurídicas de posse por simples ocupação localizados nos municípios que menciona.;PORTARIA CONJ. N° 10;http://www.incra.gov.br/sites/default/files/uploads/institucionall/legislacao--/portarias/portarias-de-2004/portaria_conjunta_10_011204.pdf
Sistema Nacional de Cadastro Rural;16/12/2004;PORTARIA Nº 835, DE 16 DE DEZEMBRO DE 2004.;Estende aos imóveis rurais sob titularidade das pessoas físicas ou jurídicas referidas no art. 1º da Portaria MTE nº 1.234, de 17 de março de 2003. (Relação de empregadores que submetem trabalhadores a formas degradantes de trabalho, ou os mantém em condições análogas às de escravo).;PORTARIA Nº 835;https://www.diariodasleis.com.br/busca/exibelink.php?numlink=1-74-29-2004-12-16-835
Sistema Nacional de Cadastro Rural;24/01/2006;PORTARIA Nº 12, DE 24 DE JANEIRO DE 2006.;Convocação de proprietários rurais que não tenham atendido as determinações das Portarias Incra/P nº 558/1999, 596/2001 e 835/2004, para comprovar a regularidade quanto ao domínio do imóvel.;PORTARIA Nº 12;http://www.incra.gov.br/sites/default/files/uploads/institucionall/legislacao--/portarias/portarias-de-2006/portaria_incra_p12_240106.pdf
Sistema Nacional de Cadastro Rural;03/12/2009;PORTARIA N° 372, DE 3 DE DEZEMBRO DE 2009.;Aprova ad referendum do Conselho Diretor, o Manual de Cadastro Rural, composto dos Módulos Recepção, Análise e Digitação, que estabelecem procedimentos e regras para a Atualização Cadastral no Sistema Nacional de Cadastro Rural - SNCR.;PORTARIA N° 372;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=85&data=07/12/2009
Sistema Nacional de Cadastro Rural;10/06/2017;PORTARIA N° 326, DE 10 DE JUNHO DE 2017.;Define novas diretrizes à atividade de fiscalização cadastral de imóveis rurais.;PORTARIA N° 326;http://imprensanacional.gov.br/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/19095385/do1-2017-06-05-portaria-n-326-de-1-de-junho-de-2017-19095359
Sistema Nacional de Cadastro Rural;31/01/2017;PORTARIA/INCRA/ P/N° 49, DE 31 DE JANEIRO DE 2017. (REVOGADA);Regimento Interno do Incra de 2017 Art. 69.IV e Art. 114 I-e Revogada pela portaria n° 338 de 09 de março de 2018.;PORTARIA/INCRA/ P/N° 49;http://www.incra.gov.br/sites/default/files/regimento_interno_incra_2017.pdf
Sistema Nacional de Cadastro Rural;09/03/2018;PORTARIA N° 338, DE 9 DE MARÇO DE 2018.;Regimento Interno do Incra de 2018.;PORTARIA N° 338;http://www.in.gov.br/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/6261504/do1-2018-03-13-portaria-n-338-de-9-de-marco-de-2018-6261500
Sistema Nacional de Cadastro Rural;03/12/2009;PORTARIA/INCRA 372/2009 DE 03 DE DEZEMBRO DE 2009;Manual de Cadastro Rural, composto dos Módulos Recepção, Análise e Digitação, que estabelecem procedimentos e regras para a Atualização Cadastral no Sistema Nacional de Cadastro Rural - SNCR.;PORTARIA/INCRA 372/2009 ;https://www.legisweb.com.br/legislacao/?id=217031
Desmembramento, Remebramento, Parcelamento e Cancelamento de Imóveis Rurais;31/01/1988;CONSTITUIÇÃO FEDERAL DE 1988.;"XXIII - a propriedade atenderá a sua função social; Art. 184, Da Política e da Reforma Agrária.";CONSTITUIÇÃO FEDERAL DE 1988;http://www.planalto.gov.br/ccivil_03/constituicao/constituicaocompilado.htm
Desmembramento, Remebramento, Parcelamento e Cancelamento de Imóveis Rurais;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;"Dispõe sobre o Estatuto da Terra, e dá outras providências. Art..61 §2°; 64°, II; 65°";LEI Nº 4.504;http://www.planalto.gov.br/ccivil_03/leis/L4504.htm
Desmembramento, Remebramento, Parcelamento e Cancelamento de Imóveis Rurais;06/04/1966;LEI N° 4.947, DE 6 DE ABRIL DE 1966.;Fixa Normas de Direito Agrário, Dispõe sobre o Sistema de Organização e Funcionamento do Instituto Brasileiro de Reforma Agrária, e dá outras Providências Art. 10;LEI N° 4.947;http://www.planalto.gov.br/ccivil_03/LEIS/L4947.htm
Desmembramento, Remebramento, Parcelamento e Cancelamento de Imóveis Rurais;12/12/1972;LEI N° 5.868, DE 12 DE DEZEMBRO DE 1972.;Cria o Sistema Nacional de Cadastro Rural, e dá outras providências. Art. 8°;LEI N° 5.868;http://www.planalto.gov.br/ccivil_03/LEIS/L5868.htm
Desmembramento, Remebramento, Parcelamento e Cancelamento de Imóveis Rurais;31/12/1973;LEI Nº 6.015, DE 31 DE DEZEMBRO DE 1973.;Dispõe sobre os registros públicos, e dá outras providências. Art. 176 §§ 3º a 5º.- desmembramento e parcelamento Art. 246 a 256. – Cancelamento de cadastro.;LEI Nº 6.015;http://www.planalto.gov.br/ccivil_03/LEIS/L6015original.htm
Desmembramento, Remebramento, Parcelamento e Cancelamento de Imóveis Rurais;19/12/1979;LEI N° 6.766, DE 19 DE DEZEMBRO DE 1979.;Dispõe sobre o Parcelamento do Solo Urbano e dá outras Providências. Art.53;LEI N° 6.766;http://www.planalto.gov.br/ccivil_03/LEIS/L6766.htm
Desmembramento, Remebramento, Parcelamento e Cancelamento de Imóveis Rurais;05/12/1979;LEI N° 6.739, DE 5 DE DEZEMBRO DE 1979.;Dispõe sobre a matrícula e o registro de imóveis rurais e dá outras providências.;LEI N° 6.739;http://www.planalto.gov.br/ccivil_03/LEIS/L6739.htm
Desmembramento, Remebramento, Parcelamento e Cancelamento de Imóveis Rurais;25/02/1993;LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.;Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal. Art. 22, §, 1º;LEI Nº 8.629;http://www.planalto.gov.br/ccivil_03/LEIS/L8629.htm
